,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
2432,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.17,14,9590
2433,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,14,10050
2434,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,14,10050
2435,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,14,10050
2436,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,14,10067
2437,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,14,10067
2438,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,14,10067
2439,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,14,9735
2440,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,14,9756
2441,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,14,9788
2442,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,14,9790
2443,AirAsia,I5-773,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,14,9840
2444,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,14,9840
2445,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,14,9945
2446,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,14,10019
2447,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,14,10680
2448,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,14,10355
2449,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,14,10544
2450,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,14,10544
2451,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,14,10544
2452,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,14,10549
2453,Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,14,10618
2454,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,14,10775
2455,Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,14,10921
2456,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,14,11049
2457,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,14,11049
2458,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,14,11179
2459,GO_FIRST,G8-2403,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,8,14,11179
2460,GO_FIRST,G8-357,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,14,11295
2461,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,14,11310
2462,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,14,11310
2463,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,14,11520
2464,Air_India,AI-485,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.92,14,11520
2465,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,14,11520
2466,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,14,12150
2467,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,14,12150
2468,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,14,12150
2469,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,14,12150
2470,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,14,12150
2471,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,14,12150
2472,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,14,12150
2473,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,14,12150
2474,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,14,12150
2475,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,14,12150
2476,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,14,12150
2477,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,14,11900
2478,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,14,12990
2479,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,17,14,12990
2480,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,14,13095
2481,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,14,13095
2482,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,14,13095
2483,GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,14,12885
2484,AirAsia,I5-775,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,14,12990
2485,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,14,13410
2486,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,14,13064
2487,Vistara,UK-855,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,14,13620
2488,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,14,13725
2489,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,14,13725
2490,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,14,13410
2491,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,14,14040
2492,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,14,14145
2493,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,14,13830
2494,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,14,13830
2495,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,14,13830
2496,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,14,14040
2497,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,14,14460
2498,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,14,14460
2499,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,14,14460
2500,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,14,14670
2501,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,14,14670
2502,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,14,17925
2503,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,14,19185
2504,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,15,2476
2505,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,15,2476
2506,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,15,2700
2507,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,15,2700
2508,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,15,2700
2509,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,15,2700
2510,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,15,2700
2511,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,15,2700
2512,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,15,2410
2513,GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,15,2410
2514,GO_FIRST,G8-7535,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,15,2410
2515,Indigo,6.00E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,15,2410
2516,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,15,2410
2517,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,15,2410
2518,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,15,2410
2519,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,15,2410
2520,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,15,2410
2521,GO_FIRST,G8-354,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,15,2410
2522,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,15,2410
2523,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,15,2410
2524,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,15,2410
2525,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,15,2410
2526,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,15,2410
2527,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,15,2410
2528,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,15,2410
2529,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,15,2410
2530,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,15,2410
2531,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,15,2410
2532,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,15,2409
2533,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,15,2409
2534,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,15,2409
2535,AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,15,2409
2536,AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,15,2409
2537,AirAsia,I5-788,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,15,2409
2538,AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,15,2409
2539,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.75,15,2463
2540,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,15,2476
2541,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,15,2476
2542,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,15,2476
2543,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,15,2476
2544,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,15,2476
2545,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,15,2476
2546,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,15,2476
2547,SpiceJet,SG-1091,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,15,2621
2548,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,15,2621
2549,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,15,2621
2550,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,15,2621
2551,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,15,2621
2552,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,15,2621
2553,SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,15,2621
2554,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,15,2621
2555,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,15,2621
2556,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,15,3001
2557,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,15,3100
2558,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,15,3100
2559,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,15,3100
2560,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,15,3100
2561,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,15,2791
2562,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,15,3225
2563,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,15,3310
2564,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,15,3001
2565,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,15,3001
2566,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,15,3024
2567,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,15,3211
2568,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,15,3519
2569,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,15,3519
2570,Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,15,3549
2571,Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,15,3549
2572,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,15,3570
2573,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,15,3662
2574,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,15,3697
2575,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,15,4053
2576,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,15,3855
2577,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,15,3855
2578,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,15,3855
2579,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,15,3897
2580,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,15,3959
2581,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,15,4433
2582,Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,Economy,14.75,15,4161
2583,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,15,4170
2584,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,15,4328
2585,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,15,4678
2586,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,15,4337
2587,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,15,4368
2588,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,15,4643
2589,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,15,4674
2590,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,15,5040
2591,Vistara,UK-839,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,15,5040
2592,Vistara,UK-839,Delhi,Afternoon,one,Morning,Mumbai,Economy,22.17,15,5040
2593,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,15,4793
2594,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,15,4811
2595,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,15,5227
2596,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,15,5227
2597,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,15,5227
2598,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,15,5227
2599,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,15,5227
2600,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,15,5227
2601,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,15,5227
2602,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,15,5227
2603,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.5,15,5227
2604,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,15,4967
2605,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,15,5321
2606,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,15,5321
2607,Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8,15,5015
2608,GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,15,5087
2609,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.83,15,5087
2610,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,15,5157
2611,Air_India,AI-429,Delhi,Morning,one,Morning,Mumbai,Economy,22.25,15,5168
2612,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,15,5542
2613,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,15,5542
2614,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,15,5542
2615,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,15,5230
2616,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,15,5230
2617,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,15,5231
2618,Air_India,AI-475,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,22.08,15,5232
2619,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,15,5297
2620,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,15,5775
2621,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,15,5775
2622,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,15,5798
2623,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,15,5448
2624,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,15,5507
2625,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,15,5507
2626,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,15,5584
2627,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,15,5584
2628,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,15,5588
2629,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,15,5588
2630,GO_FIRST,G8-7553,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,15,5600
2631,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,15,5600
2632,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,15,5616
2633,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,15,6013
2634,Indigo,6.00E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,15,5702
2635,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,15,5702
2636,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,15,5761
2637,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,15,5761
2638,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.5,15,5852
2639,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,15,5852
2640,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,15,5931
2641,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,15,5931
2642,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,15,5931
2643,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,15,6296
2644,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,15,6296
2645,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,15,6296
2646,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,15,6296
2647,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,15,6296
2648,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,15,6296
2649,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,15,6296
2650,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,15,6296
2651,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,15,6296
2652,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,15,6296
2653,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,15,6296
2654,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,15,6296
2655,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,15,6296
2656,GO_FIRST,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,15,5954
2657,GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,15,5954
2658,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,15,5954
2659,GO_FIRST,G8-2509,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,15,5954
2660,GO_FIRST,G8-194,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,15,5954
2661,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,15,5954
2662,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,15,5954
2663,GO_FIRST,G8-119,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.67,15,5954
2664,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,15,5958
2665,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,15,5995
2666,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,15,6008
2667,SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,15,6049
2668,Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,15,6181
2669,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,15,6227
2670,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,15,6277
2671,GO_FIRST,G8-2403,Delhi,Morning,one,Evening,Mumbai,Economy,8,15,6471
2672,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,15,6573
2673,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,15,6601
2674,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,15,6601
2675,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,15,6601
2676,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,15,6601
2677,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,15,6601
2678,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,15,6627
2679,Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,15,6662
2680,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,15,6666
2681,Indigo,6E-5088,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.25,15,6680
2682,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,15,6724
2683,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,15,6890
2684,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,15,6953
2685,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,15,7005
2686,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,15,7110
2687,Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,15,7569
2688,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,15,7575
2689,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,15,7262
2690,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,15,7621
2691,GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,15,7469
2692,Air_India,AI-9645,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,15,7599
2693,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,15,8121
2694,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,15,7931
2695,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,15,7931
2696,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,15,8032
2697,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,15,8036
2698,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,15,8835
2699,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,15,8835
2700,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,15,8835
2701,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,15,8835
2702,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,21.58,15,8633
2703,Air_India,AI-801,Delhi,Evening,one,Night,Mumbai,Economy,29.33,15,8789
2704,AirAsia,I5-773,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,15,8869
2705,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,15,8869
2706,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,15,8885
2707,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,15,9381
2708,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,15,9788
2709,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,15,11432
2710,GO_FIRST,G8-357,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,15,11295
2711,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,15,12990
2712,Vistara,UK-855,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,15,13620
2713,AirAsia,I5-775,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,15,14670
2714,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,15,17295
